idx,id,valido_desde,valido_hasta,url,precio,moneda,expensas,tipo_unidad,area_m2_cubierta,area_m2_descubierta,area_m2_total,antiguedad,estado_edificio,ambientes,banos,estado,disposicion,orientacion,cocheras,latitud,longitud,image_url,imagen_path,dormitorios,geometry,index_right,barrio,comuna,antiguedad_cat,estado_num,log_precio,residuo
2561,18965773.0,2026-02-05 01:14:47.393751,,https://www.argenprop.com/departamento-en-alquiler-en-balvanera-2-ambientes--18965773,670000.0,ARS,200000.0,Departamento,38.0,3.0,41.0,10.0,,2.0,1.0,Excelente,Contrafrente,,0.0,-34.61502,-58.40689,https://www.argenprop.com/static-content/37756981/5b1150aa-32b6-4369-bb34-7bb026ef13a2_u_small.jpg,images/18965773.jpg,,POINT (-6501825.253618741 -4111686.1952161114),2.0,Balvanera,3.0,10,5,13.415032991367148,-0.0836636375311599
2191,18509615.0,2026-02-05 01:14:46.042691,,https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--18509615,800000.0,ARS,140000.0,,56.0,2.0,58.0,32.78313253012048,,2.0,1.0,Excelente,Contrafrente,N,0.0,-34.62066,-58.4421,https://www.argenprop.com/static-content/51690581/2d305aae-7268-4cfd-b609-2ae89df78a9a_u_small.jpg,images/18509615.jpg,,POINT (-6505744.812889573 -4112449.1026405506),7.0,Caballito,6.0,33,5,13.592367006650065,-0.06667479735387438
4471,18996662.0,2026-02-09 13:21:00.484688,,https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--18996662,630000.0,ARS,130000.0,,40.0,0.0,40.0,55.0,,2.0,1.0,Excelente,Lateral,,0.0,-34.578068,-58.426533,https://proxy.sosiva451.com/proxy/9DD7A1D4908D078FD89A2F8658F5640F6DE3035F12B2DFFB290B63ECCFFE549D524745765C0199A2207095A0EBC1E6BB4826A715CEA9301C947ECCCE2BD04D5625EDD35A9DA7C996B339CD2B17980C25F26297ECE2020708701FDDBAB157B3A73C234D089538779E1F2EE4F9BA36710A09507B5CB72284D2CD611060DD022236E7B20D1036FF05FD3621D70C6EB97327EE4DA4838A6BFBF4DE7E96FECEA038F9,images/18996662.jpg,1.0,POINT (-6504011.902376394 -4106689.0805595038),20.0,Palermo,14.0,55,5,13.353475098367715,-0.06313888727994055
3749,18898710.0,2026-02-05 01:14:52.319513,,https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-2-ambientes--18898710,550000.0,ARS,173500.0,Departamento,40.0,5.0,45.0,27.40909090909091,,2.0,1.0,Muy Bueno,Frente,,0.0,-34.60431,-58.50895,https://www.argenprop.com/static-content/01789881/5bdd7630-9617-4fd1-89a0-d10439737105_u_small.jpg,images/18898710.jpg,,POINT (-6513186.520849103 -4110237.6253715903),37.0,Villa Devoto,11.0,27,4,13.217673557208654,-0.06220511083845537
2246,18518028.0,2026-02-05 01:14:46.233731,,https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-4-ambientes--18518028,2600000.0,ARS,0.0,Departamento,94.0,8.0,102.0,27.40909090909091,,4.0,2.0,Excelente,Contrafrente,N,0.0,-34.59224,-58.5123,https://www.argenprop.com/static-content/82081581/b0316e91-088f-490d-92ee-b6778e19525a_u_small.jpg,images/18518028.jpg,,POINT (-6513559.441143262 -4108605.334046617),37.0,Villa Devoto,11.0,27,5,14.77102200299171,-0.06112762659793347
4057,18956435.0,2026-02-06 00:52:04.492828,,https://www.argenprop.com/departamento-en-alquiler-en-palermo-hollywood-2-ambientes--18956435,815754.5,USD,230000.0,Departamento,36.0,4.0,40.0,15.0,,2.0,1.0,Muy Bueno,Contrafrente,N,0.0,-34.58422,-58.43828,https://www.argenprop.com/static-content/53465981/68ab8e01-0f2a-416c-b445-2df06c5e78cc_u_small.jpg,images/18956435.jpg,1.0,POINT (-6505319.572434743 -4107520.877243032),20.0,Palermo,14.0,15,4,13.611868730836306,-0.06101929574561815
3192,18751736.0,2026-02-05 01:14:49.895235,,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-2-ambientes--18751736,650000.0,ARS,249797.0,Departamento,44.0,0.0,44.0,50.0,,2.0,1.0,Muy Bueno,Contrafrente,E,0.0,-34.5854,-58.4059,https://www.argenprop.com/static-content/63715781/2787dbe4-015d-4135-9e04-03f5db2e1bfe_u_small.jpg,images/18751736.jpg,,POINT (-6501715.047322857 -4107680.4291583207),27.0,Recoleta,2.0,50,4,13.38472764187182,-0.05798787129254279
1201,18958010.0,2026-02-04 22:45:59.067275,,https://www.argenprop.com/departamento-en-alquiler-en-parque-chacabuco-1-ambiente--18958010,610000.0,ARS,262000.0,,57.0,0.0,57.0,25.1,,1.0,1.0,Excelente,,N,0.0,-34.64191,-58.43901,https://proxy.sosiva451.com/proxy/2F098605F490F69E2C721FC54784A50CE765CC0C092DC64DFD4769412066738B12F9697A2AA4A745DAABCD1E92EB9CFFDDF022D2202A04CF12A9E044AC9FAF9BF5751CFBD56513CF28C09DD8CF6FE243309F556AE92ED0DE2C271308C2C43C6B,images/18958010.jpg,,POINT (-6505400.8356630225 -4115323.9980189833),22.0,Parque Chacabuco,7.0,25,5,13.321214236149494,-0.05056373095124478
2391,10406227.0,2026-02-05 01:14:46.738110,,https://www.argenprop.com/departamento-en-alquiler-en-almagro-1-ambiente--10406227,530000.0,ARS,0.0,Departamento,30.0,0.0,30.0,45.0,,1.0,1.0,Muy Bueno,Contrafrente,,0.0,-34.60873,-58.41753,https://www.argenprop.com/static-content/72260401/a04a4d04-2fb8-43aa-b539-f7b5ed4d2a28_u_small.jpg,images/10406227.jpg,,POINT (-6503009.693000782 -4110835.4252018454),1.0,Almagro,5.0,45,4,13.180632285528304,-0.04996774499593748
4328,18746241.0,2026-02-09 13:20:59.072149,,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--18746241,2966380.0,USD,900000.0,,80.0,8.0,88.0,49.61290322580645,,2.0,1.0,Muy Bueno,Frente,,1.0,-34.590942,-58.38694,https://proxy.sosiva451.com/proxy/C923BCCB7140E7E041E937D257CF205FA3BED313E927FE141FBE614B0F4AEA591E9FD031FB336082B0E2E15153F02CD3CDB0E593C1D431891EB2679E620069F97516787DDC17868458ABF0BCDEA125B6BC98C889D7FE4EF9F15B1189B6CFB1CE23D1CF4AEB482C0EEF335E150566C8090F2424B954932B1524C005E84E92404E5F47E0A61C1781D01A6F25970597B2E394258A9412A6AA68519BCDD5FA71FEBC,images/18746241.jpg,1.0,POINT (-6499604.429777417 -4108429.812616297),28.0,Retiro,1.0,50,4,14.902852912151872,-0.04960489549847402
4303,18995722.0,2026-02-09 13:20:58.823645,,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-2-ambientes--18995722,1185068.81,USD,0.0,,37.0,0.0,37.0,33.0,,2.0,1.0,Excelente,Frente,N,0.0,-34.59136,-58.39451,https://proxy.sosiva451.com/proxy/9D63A61E3455F21A33576BBE1170D6A765E7C4BB17E222280F1E4839BA913C19709A1092A6A1FDB432E2166B251F3F691C76C6CFE509A31F2E0FFD861BB5A18A118D15E3CF68E20C5C9425688EC7C7C2B7305E37632C1952DCB021ED3ADD3C7A97E91D4FC9C2B6B4C7C75685FB36F02B0FF215E438A0A718FE1D27353F7386BADE8059DD853AD3E898CFCA3A7225127F4B12B37ECA8D5177A914B16AEB4825E4,images/18995722.jpg,1.0,POINT (-6500447.118322722 -4108486.3361673863),27.0,Recoleta,2.0,33,5,13.985311398376064,-0.048245908276596694
2226,18639456.0,2026-02-05 01:14:46.153856,,https://www.argenprop.com/departamento-en-alquiler-en-river-2-ambientes--18639456,889914.0,USD,0.0,,40.0,3.0,43.0,14.0,,2.0,1.0,Excelente,Frente,E,0.0,-34.55279,-58.457783,https://www.argenprop.com/static-content/65493681/2fd28851-8b79-4ff9-b24e-f009a9cfd7bc_u_small.jpg,images/18639456.jpg,,POINT (-6507490.636463684 -4103271.950712424),19.0,Nuñez,13.0,14,5,13.698880107825936,-0.04782737826277916
4424,18995727.0,2026-02-09 13:21:00.048656,,https://www.argenprop.com/departamento-en-alquiler-en-nunez-3-ambientes--18995727,1800000.0,ARS,180300.0,Departamento,64.0,7.0,70.0,6.0,,3.0,2.0,Excelente,Contrafrente,,1.0,-34.54448,-58.46209,https://proxy.sosiva451.com/proxy/15EEFC78FA3AB3693FD9FED7E530C092DB588817A00B46317654FFA91272FA5A7DBC7444E2DE6A5CB89178D0DFA3C2D9FEB51E41508395CF675F365BB4B7B9EC6CC8DD5E21FE2B0A88E728D6661F374796630D1816707AA8A0EA645104E401B0,images/18995727.jpg,2.0,POINT (-6507970.089510532 -4102148.8153150347),19.0,Nuñez,13.0,6,5,14.403297222866392,-0.042766236785446665
2776,18745483.0,2026-02-05 01:14:48.177292,,https://www.argenprop.com/departamento-en-alquiler-en-flores-3-ambientes--18745483,760000.0,ARS,30000.0,,55.0,0.0,55.0,40.0,,3.0,1.0,Muy Bueno,,N,0.0,-34.628902,-58.467617,https://www.argenprop.com/static-content/38454781/50e8ca49-fb00-4f12-b82c-4a0f1d2b7a32_u_small.jpg,images/18745483.jpg,,POINT (-6508585.352336144 -4113564.0687617967),12.0,Flores,7.0,40,4,13.541073712262515,-0.04193494987255342
2777,18745482.0,2026-02-05 01:14:48.177292,,https://www.argenprop.com/departamento-en-alquiler-en-flores-3-ambientes--18745482,760000.0,ARS,30000.0,,55.0,0.0,55.0,40.0,,3.0,1.0,Muy Bueno,,N,0.0,-34.628902,-58.467617,https://www.argenprop.com/static-content/28454781/f1c3a2b4-e796-479c-a96e-f76719d33787_u_small.jpg,images/18745482.jpg,,POINT (-6508585.352336144 -4113564.0687617967),12.0,Flores,7.0,40,4,13.541073712262515,-0.04193494987255342
2471,18783798.0,2026-02-05 01:14:47.047017,,https://www.argenprop.com/departamento-en-alquiler-en-palermo-3-ambientes--18783798,1038233.0,USD,250000.0,Duplex,70.0,5.0,75.0,45.0,,3.0,1.0,Excelente,Frente,,0.0,-34.58618,-58.41479,https://www.argenprop.com/static-content/89738781/a6ff82a3-4c62-4738-8aee-04b67b7b9d48_u_small.jpg,images/18783798.jpg,,POINT (-6502704.677596009 -4107785.8969223616),20.0,Palermo,14.0,45,5,13.853030787653195,-0.040874114283214524
4438,18983425.0,2026-02-09 13:21:00.209112,,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--18983425,2100000.0,ARS,0.0,,134.0,12.0,146.0,60.0,,4.0,2.0,Muy Bueno,Frente,N,0.0,-34.588676,-58.398502,https://proxy.sosiva451.com/proxy/76569B2A6A04B903341AFA564C7159D42B177002A472423101F5F94B96D5052E6EC1B84C2FD933BD1F492011F2EEFDA9C57658C7F7F47CF3F526D11F9C76282355ED7FE6A46C187648E4EDB758BBA8C2DCCEF12FAC2316EE9914786A54B3922EB09AAABAEC6DB92CB6A96D1CD875039376063F4030850A20BBC303663E4267A62BBFB9B857D7B09ADCA5FAA4D8A4C696EEC97048C861384D8645D7364E4F18AE,images/18983425.jpg,3.0,POINT (-6500891.505729968 -4108123.40042015),27.0,Recoleta,2.0,60,4,14.557447902693651,-0.03781920787835702
2050,18611146.0,2026-02-05 01:14:45.558247,,https://www.argenprop.com/departamento-en-alquiler-en-caballito-sur-2-ambientes--18611146,550000.0,ARS,120000.0,Departamento,45.0,0.0,45.0,45.0,,2.0,1.0,Excelente,Frente,,0.0,-34.62733,-58.43732,https://www.argenprop.com/static-content/64111681/437dd826-30bb-4e1a-892c-3b066115ee37_u_small.jpg,images/18611146.jpg,,POINT (-6505212.705723582 -4113351.4022743036),7.0,Caballito,6.0,45,5,13.217673557208654,-0.03302378639707193
2249,17364578.0,2026-02-05 01:14:46.233731,,https://www.argenprop.com/departamento-en-alquiler-en-boca-2-ambientes--17364578,950000.0,ARS,209000.0,Departamento,52.0,0.0,55.0,23.0,,2.0,2.0,Muy Bueno,Frente,,1.0,-34.63248,-58.37024,https://www.argenprop.com/static-content/87546371/bfd98c67-a4cf-4b88-8817-7d6045ed7f70_u_small.jpg,images/17364578.jpg,,POINT (-6497745.3942811685 -4114048.130027687),5.0,La Boca,4.0,23,4,13.764217263576723,-0.032697806443106714
4078,17356410.0,2026-02-06 00:52:04.562140,,https://www.argenprop.com/departamento-en-alquiler-en-barracas-2-ambientes--17356410,950000.0,ARS,209000.0,Departamento,52.0,0.0,55.0,23.0,,2.0,2.0,Muy Bueno,Frente,,1.0,-34.63248,-58.37024,https://www.argenprop.com/static-content/01465371/1ccc3177-2864-4a17-86f0-a39f351032c7_u_small.jpg,images/17356410.jpg,1.0,POINT (-6497745.3942811685 -4114048.130027687),5.0,La Boca,4.0,23,4,13.764217263576723,-0.032697806443106714
2128,18445578.0,2026-02-05 01:14:45.825753,,https://www.argenprop.com/departamento-en-alquiler-en-puerto-madero-1-ambiente--18445578,1084000.0,ARS,315000.0,,38.0,0.0,38.0,39.80952380952381,,1.0,1.0,Muy Bueno,Lateral,S,0.0,-34.612797,-58.367764,https://www.argenprop.com/static-content/87554481/942da15f-f3cf-4892-9fb9-0955d1d69057_u_small.jpg,images/18445578.jpg,,POINT (-6497469.767221964 -4111385.5103086075),16.0,Monserrat,1.0,40,4,13.896168460981729,-0.03257262342080125
2220,17829639.0,2026-02-05 01:14:46.137917,,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-2-ambientes--17829639,1186552.0,USD,173000.0,,58.0,2.0,60.0,39.94915254237288,,2.0,1.0,Excelente,,,0.0,-34.601913,-58.41207,https://www.argenprop.com/static-content/93692871/4b17d49c-1f75-4534-a151-127a8a977404_u_small.jpg,images/17829639.jpg,,POINT (-6502401.888581051 -4109913.4472319353),2.0,Balvanera,3.0,40,5,13.986562180277717,-0.031438210867493765
2820,16852460.0,2026-02-05 01:14:48.320652,,https://www.argenprop.com/departamento-en-alquiler-en-barracas-2-ambientes--16852460,650000.0,ARS,250000.0,Departamento,41.0,4.0,45.0,15.0,,2.0,1.0,Muy Bueno,Frente,NO,0.0,-34.64477,-58.37333,https://www.argenprop.com/static-content/06425861/c097d782-0431-4409-8dc8-e23be1705b44_u_small.jpg,images/16852460.jpg,,POINT (-6498089.371507721 -4115710.981353211),3.0,Barracas,4.0,15,4,13.38472764187182,-0.03076172370251662
2623,18634957.0,2026-02-05 01:14:47.612690,,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-3-ambientes--18634957,1781311.1900000002,USD,0.0,,54.0,6.0,60.0,6.0,,3.0,1.0,Excelente,Frente,,1.0,-34.567116,-58.432667,https://www.argenprop.com/static-content/75943681/95fd3f62-df9b-4af9-9ec6-d4bc40d4db72_u_small.jpg,images/18634957.jpg,,POINT (-6504694.736132921 -4105208.4400956975),20.0,Palermo,14.0,6,5,14.392860274689774,-0.02684330224399467
3391,18724606.0,2026-02-05 01:14:50.704464,,https://www.argenprop.com/departamento-en-alquiler-en-tribunales-3-ambientes--18724606,964073.5,USD,230000.0,,50.0,0.0,50.0,45.0,,3.0,1.0,Muy Bueno,Lateral,,0.0,-34.603844,-58.3879,https://www.argenprop.com/static-content/60642781/7e886c58-bc49-4f90-94e2-2e41efbe2411_u_small.jpg,images/18724606.jpg,,POINT (-6499711.2964885775 -4110174.601270868),31.0,San Nicolas,1.0,45,4,13.778922815499472,-0.025519321185486277
2828,18526281.0,2026-02-05 01:14:48.352622,,https://www.argenprop.com/departamento-en-alquiler-en-palermo-3-ambientes--18526281,1779828.0,USD,0.0,,55.0,5.0,60.0,5.0,,3.0,1.0,Excelente,Frente,,1.0,-34.567116,-58.432667,https://www.argenprop.com/static-content/18262581/791f00ce-ca4c-45b8-9610-0aa4918be087_u_small.jpg,images/18526281.jpg,,POINT (-6504694.736132921 -4105208.4400956975),20.0,Palermo,14.0,5,5,14.392027288385881,-0.024566978559642294
4096,18941003.0,2026-02-06 00:52:04.625564,,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--18941003,650000.0,ARS,120000.0,Departamento,35.0,2.0,37.0,10.0,,1.0,1.0,Excelente,Contrafrente,NE,0.0,-34.56461,-58.45655,https://www.argenprop.com/static-content/30014981/ca7e6598-37c5-4545-870b-607f8aaa7aa9_u_small.jpg,images/18941003.jpg,1.0,POINT (-6507353.379531536 -4104869.672315306),4.0,Belgrano,13.0,10,5,13.38472764187182,-0.02404337147855884
4102,18930414.0,2026-02-06 00:52:04.657513,,https://www.argenprop.com/departamento-en-alquiler-en-puerto-madero-3-ambientes--18930414,3411337.0,USD,0.0,Departamento,104.0,0.0,104.0,13.444444444444445,,3.0,1.0,Excelente,Frente,,1.0,-34.61467,-58.36231,https://www.argenprop.com/static-content/41403981/b8024b91-ab35-47b5-ae8f-b8e014ed40ba_u_small.jpg,images/18930414.jpg,2.0,POINT (-6496862.630719178 -4111638.8533785464),26.0,Puerto Madero,1.0,13,5,15.04261485452703,-0.021862247492958176
4339,18834424.0,2026-02-09 13:20:59.173463,,https://www.argenprop.com/departamento-en-alquiler-en-san-telmo-3-ambientes--18834424,650000.0,ARS,216100.0,,47.0,4.0,51.0,40.0,,3.0,1.0,Excelente,Frente,E,0.0,-34.62564,-58.366566,https://proxy.sosiva451.com/proxy/176F57486B8B18B9FDB1D3F86C865DFDCBD117B1790B17901E5266624F968F1B761F5AA920041F2AB3886D4A0C42C1F2A84601A9D2E0BCC4CBB4FE2FC8E6C53132B3F01AD226C4AA0047C2D852099563297A6E968168C5AB373852660A874D2CDC420718B9D48F1EF655F304C5ADC8DC66EEC965153BA76571BC57B77BE7CA2DF5D27F4866573DDB703C497AF93114228B544E784FFFB831CF1A58BA4798B014,images/18834424.jpg,2.0,POINT (-6497336.406471995 -4113122.7767661205),5.0,La Boca,4.0,40,5,13.38472764187182,-0.0212212338955986
4340,18834421.0,2026-02-09 13:20:59.173463,,https://www.argenprop.com/departamento-en-alquiler-en-boca-3-ambientes--18834421,650000.0,ARS,216100.0,,47.0,4.0,51.0,40.0,,3.0,1.0,Excelente,Frente,E,0.0,-34.62564,-58.366566,https://proxy.sosiva451.com/proxy/65BEC926E9A44BB2C9383DE35AC5E3E30461CA962013837D9C0CEBED1013A3A956A80311731A0E8C7E4226F25F815D27252E195E0199AD7FAA21D77436BBFFBCBB00F50E9D93577F8F408F1E43E00697F7C8B098E85EDC057103F74EE5247BAB4E580F937408CD6108784493729A771061E194DDCA86C065961F20D4180E76287E2DDCB1ADED60F8B6CEF5BC0FDADFB79EEF3AD5BEE4B8BE65CC54B009B89114,images/18834421.jpg,2.0,POINT (-6497336.406471995 -4113122.7767661205),5.0,La Boca,4.0,40,5,13.38472764187182,-0.0212212338955986
2216,8294518.0,2026-02-05 01:14:46.122102,,https://www.argenprop.com/departamento-en-alquiler-en-balvanera-1-ambiente--8294518,650000.0,ARS,130000.0,Departamento,37.0,0.0,37.0,12.0,,1.0,1.0,Excelente,Frente,,0.0,-34.60332,-58.41276,https://www.argenprop.com/static-content/8154928/92e46541-b4db-4dc3-bec3-8cb2a1c51773_u_small.jpg,images/8294518.jpg,,POINT (-6502478.699029699 -4110103.733391194),2.0,Balvanera,3.0,12,5,13.38472764187182,-0.019657318593441886
2064,8295344.0,2026-02-05 01:14:45.605693,,https://www.argenprop.com/departamento-en-alquiler-en-almagro-1-ambiente--8295344,650000.0,ARS,130000.0,Departamento,37.0,0.0,37.0,12.0,,1.0,1.0,Excelente,Frente,,0.0,-34.60332,-58.41276,https://www.argenprop.com/static-content/4435928/72139b31-1319-4623-95d7-2e81149991ea_u_small.jpg,images/8295344.jpg,,POINT (-6502478.699029699 -4110103.733391194),2.0,Balvanera,3.0,12,5,13.38472764187182,-0.019657318593441886
2492,18639462.0,2026-02-05 01:14:47.142217,,https://www.argenprop.com/departamento-en-alquiler-en-river-1-ambiente--18639462,850000.0,ARS,0.0,,40.0,3.0,43.0,14.0,,1.0,1.0,Excelente,Frente,E,0.0,-34.55279,-58.457783,https://www.argenprop.com/static-content/26493681/656f75b5-9fb0-4041-a93c-5e30f4f4abbc_u_small.jpg,images/18639462.jpg,,POINT (-6507490.636463684 -4103271.950712424),19.0,Nuñez,13.0,14,5,13.652991628466498,-0.01944148273642199
29,18619106.0,2026-02-04 22:45:54.491002,,https://www.argenprop.com/departamento-en-alquiler-en-san-nicolas-3-ambientes--18619106,680000.0,ARS,227000.0,Departamento,63.0,0.0,63.0,85.0,,3.0,1.0,Muy Bueno,Contrafrente,,0.0,-34.60178,-58.3879,https://www.argenprop.com/static-content/60191681/936fd544-b732-4821-9139-3b60216b76e2_u_small.jpg,images/18619106.jpg,,POINT (-6499711.2964885775 -4109895.460149823),31.0,San Nicolas,1.0,85,4,13.42984807715229,-0.019381122205125223
2327,18619557.0,2026-02-05 01:14:46.502438,,https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-3-ambientes--18619557,790000.0,ARS,220000.0,Departamento,57.0,0.0,57.0,40.0,,3.0,1.0,Excelente,,,0.0,-34.60743,-58.50971,https://www.argenprop.com/static-content/75591681/be6de4cc-9005-4f93-8b9c-65e6439f50d0_u_small.jpg,images/18619557.jpg,,POINT (-6513271.123662106 -4110659.598419057),37.0,Villa Devoto,11.0,40,5,13.579788224443204,-0.01773740204512464
2340,18509610.0,2026-02-05 01:14:46.552362,,https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--18509610,700000.0,ARS,120000.0,,50.0,1.0,51.0,32.78313253012048,,2.0,1.0,Muy Bueno,Contrafrente,N,0.0,-34.62066,-58.4421,https://www.argenprop.com/static-content/01690581/d8aa68e1-4195-465d-b012-367c8be6c67d_u_small.jpg,images/18509610.jpg,,POINT (-6505744.812889573 -4112449.1026405506),7.0,Caballito,6.0,33,4,13.458835614025542,-0.016627809469436983
4475,18996640.0,2026-02-09 13:21:00.502355,,https://www.argenprop.com/departamento-en-alquiler-en-caballito-1-ambiente--18996640,750000.0,ARS,0.0,Departamento,36.0,4.0,40.0,32.78313253012048,,1.0,1.0,Excelente,Contrafrente,,0.0,-34.61869,-58.43076,https://www.argenprop.com/static-content/04669981/d6a32534-c171-485d-8ae6-55d6995f25af_u_small.jpg,images/18996640.jpg,,POINT (-6504482.449863979 -4112182.6202196064),7.0,Caballito,6.0,33,5,13.527828485512494,-0.015461940616431136
4477,18996649.0,2026-02-09 13:21:00.516191,,https://www.argenprop.com/departamento-en-alquiler-en-caballito-1-ambiente--18996649,750000.0,ARS,0.0,Departamento,36.0,4.0,40.0,32.78313253012048,,1.0,1.0,Excelente,Contrafrente,,0.0,-34.61869,-58.43076,https://www.argenprop.com/static-content/94669981/ad67761e-d887-4b52-aab8-14aa27d65523_u_small.jpg,images/18996649.jpg,,POINT (-6504482.449863979 -4112182.6202196064),7.0,Caballito,6.0,33,5,13.527828485512494,-0.015461940616431136
2498,18670606.0,2026-02-05 01:14:47.158001,,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--18670606,700000.0,ARS,143200.0,Departamento,33.0,0.0,35.0,12.0,,1.0,1.0,Excelente,Contrafrente,,0.0,-34.56461,-58.45655,https://www.argenprop.com/static-content/60607681/eef7885d-a446-45bc-a8ac-d833d527385c_u_small.jpg,images/18670606.jpg,,POINT (-6507353.379531536 -4104869.672315306),4.0,Belgrano,13.0,12,5,13.458835614025542,-0.014213237148899438
1710,18545950.0,2026-02-04 22:46:01.419525,,https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--18545950,400000.0,ARS,130000.0,Departamento,43.0,0.0,43.0,40.0,,2.0,1.0,Bueno,Contrafrente,N,0.0,-34.6236,-58.42935,https://proxy.sosiva451.com/proxy/49B653431B6311DB85F9DB172CF4839A3E4931B357D9FCE3EBFC7E0ED10776D9A9349E5C1AB2AE26E2F4F727F71C5A3D4B6F9AFE916E4CBA0DF80DEF760F45777CAB3BA50E15C7523BE4D5BA7C0542A666F1D8B7A0862B4544FA467E8E019A68,images/18545950.jpg,,POINT (-6504325.48938196 -4112846.8089827485),7.0,Caballito,6.0,40,3,12.89921982609012,-0.014025594036256805
4181,18505914.0,2026-02-06 21:35:19.166139,,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--18505914,1400000.0,ARS,238515.0,Departamento,85.0,5.0,90.0,37.0,,4.0,1.0,Muy Bueno,Contrafrente,,1.0,-34.5854,-58.4059,https://www.argenprop.com/static-content/41950581/1a69d26f-7c1e-442e-a5a0-897f00c27b3a_u_small.jpg,images/18505914.jpg,3.0,POINT (-6501715.047322857 -4107680.4291583207),27.0,Recoleta,2.0,37,4,14.151982794585487,-0.011075173278541683
2289,18634306.0,2026-02-05 01:14:46.375881,,https://www.argenprop.com/departamento-en-alquiler-en-barracas-1-ambiente--18634306,650000.0,ARS,136000.0,Departamento,30.0,0.0,34.0,38.18181818181818,,1.0,1.0,Excelente,Frente,E,1.0,-34.62821,-58.37243,https://www.argenprop.com/static-content/60343681/da3b07bd-d9f0-43b5-a93e-33d994f5c203_u_small.jpg,images/18634306.jpg,,POINT (-6497989.183966005 -4113470.4517199383),3.0,Barracas,4.0,38,5,13.38472764187182,-0.011069242895835885
2459,18837952.0,2026-02-05 01:14:46.982997,,https://www.argenprop.com/departamento-en-alquiler-en-barracas-1-ambiente--18837952,650000.0,ARS,136000.0,Departamento,30.0,0.0,34.0,38.18181818181818,,1.0,1.0,Excelente,Frente,E,1.0,-34.62821,-58.37243,https://www.argenprop.com/static-content/25973881/2a557994-8d2a-4ad5-ae3d-1e93cf30c094_u_small.jpg,images/18837952.jpg,,POINT (-6497989.183966005 -4113470.4517199383),3.0,Barracas,4.0,38,5,13.38472764187182,-0.011069242895835885
2540,3191475.0,2026-02-05 01:14:47.321855,,https://www.argenprop.com/departamento-en-alquiler-en-caballito-1-ambiente--3191475,350000.0,ARS,0.0,Departamento,12.0,0.0,12.0,6.0,,1.0,1.0,Excelente,,,0.0,-34.627426,-58.46493,https://www.argenprop.com/static-content/5741913/9400f016-8c6a-4155-9676-92a85f1e30d9_u_small.jpg,images/3191475.jpg,,POINT (-6508286.236864384 -4113364.389425195),12.0,Flores,7.0,6,5,12.765688433465597,-0.00960057980904061
2452,3842949.0,2026-02-05 01:14:46.964875,,https://www.argenprop.com/departamento-en-alquiler-en-flores-1-ambiente--3842949,350000.0,ARS,0.0,Departamento,12.0,0.0,12.0,6.0,,1.0,1.0,Excelente,,,0.0,-34.627426,-58.46493,https://www.argenprop.com/static-content/9492483/e08388ea-4f17-41d5-a8ad-cf11dae1428b_u_small.jpg,images/3842949.jpg,,POINT (-6508286.236864384 -4113364.389425195),12.0,Flores,7.0,6,5,12.765688433465597,-0.00960057980904061
4369,18831222.0,2026-02-09 13:20:59.460407,,https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-2-ambientes--18831222,500000.0,ARS,0.0,Departamento,35.0,0.0,35.0,50.0,,2.0,1.0,Muy Bueno,Interno,NE,0.0,-34.62705,-58.3964,https://proxy.sosiva451.com/proxy/A3BACCE6435C713351F0AF9FADBDC89ED5DFA9797E5C73C8D093A7F140E088D9506320FE528B814B88C7E24548FE439CF695F24F7B6B56E410F619C2FB496133BD7C60ECAF5FE0226B2C9D59C1C6395206FA03B9047628F645BE3068E9860237,images/18831222.jpg,1.0,POINT (-6500657.51216032 -4113313.5231700325),30.0,San Cristobal,3.0,50,4,13.122363377404328,-0.009142354676692221
2861,18674040.0,2026-02-05 01:14:48.478402,,https://www.argenprop.com/departamento-en-alquiler-en-caballito-4-ambientes--18674040,3707975.0,USD,0.0,,136.0,25.0,161.0,32.78313253012048,,4.0,3.0,Excelente,Frente,S,2.0,-34.62819,-58.45132,https://www.argenprop.com/static-content/04047681/8b35eb89-1953-4a26-bb68-5af71617a625_u_small.jpg,images/18674040.jpg,,POINT (-6506771.178594688 -4113467.7460366953),7.0,Caballito,6.0,33,5,15.125996463466082,-0.005603346477682791
